id,type,name,weight,volume
hc_zweihander,ITEM,high steel zweihänder,,
ch_zweihander,ITEM,hardened steel zweihänder,,
qt_zweihander,ITEM,tempered steel zweihänder,,
zweihander_inferior,ITEM,zweihänder,,
zweihander_fake,ITEM,zweihänder,,
karambit,ITEM,karambit,142 g,95 ml
kirpan,ITEM,kirpan,374 g,113 ml
kirpan_cheap,ITEM,kirpan,,
nodachi,ITEM,nodachi,,
lc_nodachi,ITEM,lc_nodachi,,
mc_nodachi,ITEM,mc_nodachi,3002 g,3250 ml
hc_nodachi,ITEM,hc_nodachi,,
ch_nodachi,ITEM,ch_nodachi,,
qt_nodachi,ITEM,qt_nodachi,,
nodachi_inferior,ITEM,nodachi_inferior,,
nodachi_fake,ITEM,nodachi_fake,,
fencing_foil,ITEM,fencing foil,450 g,1250 ml
fencing_foil_sharpened,ITEM,sharpened foil,,
shock_foil,ITEM,electrified foil,,
fencing_epee,ITEM,fencing épée,650 g,1250 ml
fencing_epee_sharpened,ITEM,sharpened épée,,
shock_epee,ITEM,electrified épée,,
fencing_sabre,ITEM,fencing saber,400 g,1250 ml
fencing_sabre_sharpened,ITEM,sharpened saber,,
shock_sabre,ITEM,electrified saber,,
hollow_cane,ITEM,hollow cane,200 g,1532 ml
sword_cane,ITEM,sword cane,650 g,1200 ml
broadsword,ITEM,broadsword,,
lc_broadsword,ITEM,mild steel broadsword,,
mc_broadsword,ITEM,medium steel broadsword,1223 g,1750 ml
hc_broadsword,ITEM,high steel broadsword,,
ch_broadsword,ITEM,hardened steel broadsword,,
qt_broadsword,ITEM,tempered steel broadsword,,
broadsword_inferior,ITEM,broadsword,,
broadsword_fake,ITEM,broadsword,,
rapier,ITEM,rapier,,
lc_rapier,ITEM,mild steel rapier,,
mc_rapier,ITEM,medium steel rapier,1090 g,1500 ml
hc_rapier,ITEM,high steel rapier,,
ch_rapier,ITEM,hardened steel rapier,,
qt_rapier,ITEM,tempered steel rapier,,
rapier_fake,ITEM,rapier,,
katana,ITEM,katana,,
lc_katana,ITEM,lc_katana,,
mc_katana,ITEM,mc_katana,1313 g,2 L
hc_katana,ITEM,hc_katana,,
ch_katana,ITEM,ch_katana,,
qt_katana,ITEM,qt_katana,,
katana_inferior,ITEM,katana_inferior,,
katana_fake,ITEM,katana_fake,,
jade_nagamaki,ITEM,jade_nagamaki,3258 g,3250 ml
butterfly_swords,ITEM,butterfly sword,883 g,750 ml
cutlass,ITEM,cutlass,,
lc_cutlass,ITEM,mild steel cutlass,,
mc_cutlass,ITEM,medium steel cutlass,1045 g,1250 ml
hc_cutlass,ITEM,high steel cutlass,,
ch_cutlass,ITEM,hardened steel cutlass,,
qt_cutlass,ITEM,tempered steel cutlass,,
cutlass_inferior,ITEM,cutlass,,
cutlass_fake,ITEM,cutlass,,
kriegsmesser,ITEM,kriegsmesser,,
lc_kriegsmesser,ITEM,mild steel kriegsmesser,,
mc_kriegsmesser,ITEM,medium steel kriegsmesser,1690 g,2750 ml
hc_kriegsmesser,ITEM,high steel kriegsmesser,,
ch_kriegsmesser,ITEM,hardened steel kriegsmesser,,
qt_kriegsmesser,ITEM,tempered steel kriegsmesser,,
falx,ITEM,falx,,
lc_falx,ITEM,mild steel falx,,
mc_falx,ITEM,medium steel falx,1540 g,2 L
hc_falx,ITEM,high steel falx,,
ch_falx,ITEM,hardened steel falx,,
qt_falx,ITEM,tempered steel falx,,
lajatang,ITEM,lajatang,2500 g,6500 ml
punch_dagger,ITEM,punch dagger,224 g,51 ml
knuckle_katar,ITEM,razorbar katar,1150 g,500 ml
bagh_nakha,ITEM,bagh_nakha,92 g,11 ml
enfield_bayonet,ITEM,Enfield No. 4 bayonet,500 g,300 ml
arisaka_bayonet,ITEM,Type 30 bayonet,700 g,380 ml
lc_talwar,ITEM,mild steel talwar,,
mc_talwar,ITEM,medium steel talwar,1450 g,1250 ml
hc_talwar,ITEM,high steel talwar,,
ch_talwar,ITEM,hardened steel talwar,,
qt_talwar,ITEM,tempered steel talwar,,
lc_kilij,ITEM,mild steel kilij,,
mc_kilij,ITEM,medium steel kilij,2200 g,1250 ml
hc_kilij,ITEM,high steel kilij,,
ch_kilij,ITEM,hardened steel kilij,,
qt_kilij,ITEM,tempered steel kilij,,
cestus,ITEM,cestus,300 g,100 ml
xl_cestus,ITEM,cestus,,
xs_cestus,ITEM,cestus,,
knuckle_brass,ITEM,knuckle_brass,320 g,250 ml
xl_knuckle_brass,ITEM,xl_knuckle_brass,,
xs_knuckle_brass,ITEM,xs_knuckle_brass,,
knuckle_nail,ITEM,knuckle_nail,200 g,250 ml
xl_knuckle_nail,ITEM,xl_knuckle_nail,,
xs_knuckle_nail,ITEM,xs_knuckle_nail,,
knuckle_steel,ITEM,knuckle_steel,430 g,250 ml
xl_knuckle_steel,ITEM,xl_knuckle_steel,,
xs_knuckle_steel,ITEM,xs_knuckle_steel,,
knuckle_steel_forged,ITEM,knuckle_steel_forged,240 g,250 ml
xl_knuckle_steel_forged,ITEM,xl_knuckle_steel_forged,,
xs_knuckle_steel_forged,ITEM,xs_knuckle_steel_forged,,
gloves_studded,ITEM,gloves_studded,218 g,250 ml
xl_gloves_studded,ITEM,xl_gloves_studded,,
xs_gloves_studded,ITEM,xs_gloves_studded,,
knuckle_impact,ITEM,knuckle_impact,500 g,300 ml
xl_knuckle_impact,ITEM,xl_knuckle_impact,,
xs_knuckle_impact,ITEM,xs_knuckle_impact,,
knuckle_skewer,ITEM,knuckle_skewer,250 g,300 ml
xl_knuckle_skewer,ITEM,xl_knuckle_skewer,,
xs_knuckle_skewer,ITEM,xs_knuckle_skewer,,
bone_dart,ITEM,bone dart,250 g,
broken_stiltwalker_1_1,ITEM,broken stiltwalker,317 kg,100 L
arrow_fire_hardened_fletched,ITEM,crude wooden arrow,,
arrow_field_point_fletched,ITEM,wooden bodkin arrow,32 g,90 ml
arrow_plastic,ITEM,wooden rubber blunt arrow,,
arrow_small_game_fletched,ITEM,simple wooden small game arrow,,
arrow_wood,ITEM,wooden broadhead arrow,,
arrow_heavy_fire_hardened_fletched,ITEM,simple wooden arrow,,
arrow_heavy_field_point_fletched,ITEM,wooden small game arrow,,
arrow_wood_heavy,ITEM,makeshift wooden arrow,,
arrow_metal_sharpened_fletched,ITEM,makeshift metal arrow,,
arrow_metal,ITEM,aluminum broadhead arrow,,
arrow_metal_bodkin,ITEM,aluminum field point arrow,,
arrow_metal_target,ITEM,aluminum small game arrow,,
arrow_cf,ITEM,carbon fiber hunting arrow,,
arrow_meteor,ITEM,emerald arrow,27 kg,100 ml
flamable_arrow,ITEM,flammable arrow,75 g,100 ml
arrow_flamming,ITEM,flaming arrow,,
selfbow,ITEM,survival bow,1360 g,2500 ml
shortbow,ITEM,short bow,340 g,1500 ml
compbow,ITEM,compound hunting bow,907 g,1500 ml
compbow_high,ITEM,compound hunting bow (high),,
compbow_low,ITEM,compound hunting bow (low),,
compositebow,ITEM,composite bow (heavy),400 g,1750 ml
reflexbow,ITEM,composite bow (light),400 g,1500 ml
recurbow,ITEM,modern recurve bow,540 g,2500 ml
takedown_recurbow,ITEM,takedown recurve bow,540 g,2500 ml
takedown_recurbow_folded,ITEM,takedown recurve bow (folded),540 g,2500 ml
longbow,ITEM,longbow,680 g,3500 ml
woodgreatbow,ITEM,wooden greatbow,3200 g,6250 ml
greatbow_meteor,ITEM,blackwood greatbow,22 kg,6250 ml
compgreatbow,ITEM,compound greatbow,2000 g,4 L
reflexrecurvebow,ITEM,Olympic style target bow,450 g,2 L
atlatl,ITEM,atlatl,1200 g,2100 ml
steel_atlatl_spear,ITEM,steel tipped atlatl spear,280 g,600 ml
bronze_atlatl_spear,ITEM,bronze tipped atlatl spear,280 g,600 ml
wood_atlatl_spear,ITEM,wooden atlatl spear,230 g,580 ml
ballista,ITEM,carroballista,37000 g,24000 ml
bolt_ballista_steel,ITEM,ballista bolt,200 g,450 ml
bolt_crude,ITEM,crude wooden bolt,,
bolt_simple_wood,ITEM,simple wooden bolt,,
bolt_simple_small_game,ITEM,simple wooden small game bolt,,
bolt_makeshift,ITEM,makeshift wooden bolt,,
bolt_wood,ITEM,wooden broadhead bolt,,
bolt_wood_bodkin,ITEM,wooden bodkin bolt,27 g,85 ml
bolt_wood_small_game,ITEM,wooden small game bolt,,
bolt_metal,ITEM,simple metal bolt,,
bolt_steel,ITEM,aluminum broadhead bolt,,
bolt_steel_bodkin,ITEM,aluminum field point bolt,,
bolt_steel_target,ITEM,aluminum small game bolt,,
bolt_cf,ITEM,carbon fiber hunting bolt,,
bullet_crossbow,ITEM,bullet crossbow,1906 g,1250 ml
hand_crossbow,ITEM,pistol crossbow,900 g,500 ml
crossbow,ITEM,wood crossbow,2728 g,6450 ml
compositecrossbow,ITEM,composite crossbow,3500 g,1750 ml
compcrossbow,ITEM,compound crossbow,3000 g,1750 ml
huge_crossbow,ITEM,heavy crossbow,6803 g,5 L
rep_crossbow,ITEM,repeating crossbow,3628 g,2500 ml
LAW,ITEM,disposable rocket launcher,700 g,2500 ml
surv_rocket_launcher,ITEM,crude rocket launcher,7430 g,5 L
watercannon,ITEM,water cannon,24500 g,12500 ml
bbgun,ITEM,BB gun,1000 g,1500 ml
varmint_airgun,ITEM,varmint air rifle,3243 g,1500 ml
sling,ITEM,sling,96 g,80 ml
slingshot,ITEM,slingshot,254 g,250 ml
staff_sling,ITEM,staff sling,1333 g,1375 ml
wristrocket,ITEM,brace slingshot,322 g,500 ml
sling_long,ITEM,long sling,90 g,100 ml
fishspear,ITEM,wooden fishing spear,18 g,250 ml
c_fishspear,ITEM,carbon fiber fishing spear,12 g,250 ml
m_fishspear,ITEM,metal fishing spear,28 g,250 ml
airspeargun,ITEM,pneumatic speargun,2130 g,3982 ml
doublespeargun,ITEM,double roller speargun,3060 g,2 L
long_speargun,ITEM,long speargun,850 g,3777 ml
speargun,ITEM,speargun,840 g,3983 ml
bolas,ITEM,bolas,400 g,750 ml
disc_golf,ITEM,disc,170 g,250 ml
frisbee,ITEM,frisbee,175 g,500 ml
net,ITEM,net,1100 g,1500 ml
lawn_dart,ITEM,lawn dart,175 g,500 ml
weighted_dart,ITEM,weighted dart,300 g,500 ml
throwing_axe,ITEM,throwing axe,1000 g,3058 ml
throwing_knife,ITEM,throwing knife,200 g,56 ml
throwing_stick,ITEM,throwing stick,574 g,500 ml
javelin_fletched,ITEM,iron war dart,600 g,800 ml
javelin_fletched_bronze,ITEM,bronze war dart,600 g,800 ml
nether_huntsman_javelin,ITEM,huntsman outgrowth,1200 g,1400 ml
yrax_delta_laser_gun,ITEM,deterrent laser weapon,,3 L
yrax_metaljet_cannon,ITEM,ferro-hydraulic cannon,19770 g,8300 ml
altered_exposed_wiring_prototype,ITEM,exposed-wiring prototype,32 g,26 ml
altered_phone,ITEM,Bakelite phone,725 g,750 ml
altered_comb,ITEM,golden comb,650 g,40 ml
altered_keyring,ITEM,shifting keyring,2000 g,750 ml
altered_rubicks_cube,ITEM,engraved cube,510 g,185 ml
altered_teapot,ITEM,Utah teapot,,
altered_stopwatch,ITEM,glitching stopwatch,165 g,165 ml
altered_shirt,ITEM,Hawaiian shirt,,
altered_badge,ITEM,defaced badge,,
altered_sunglasses,ITEM,altered_sunglasses,,
altered_scissors,ITEM,altered_scissors,,
altered_necklace,ITEM,antique silver locket,,
altered_jacket,ITEM,varsity jacket,,
altered_apron,ITEM,ambiguous apron,,
mp3_reverberation,ITEM,red mp3 player (off),,
mp3_on_reverberation,ITEM,red mp3 player (on),,
inert_glowing_string,ITEM,glowing string,10 g,20 ml
string_dimension_hypercube,ITEM,transparent hypercube,0 g,500 ml
higlands_teleport,ITEM,landscape miniature,,
highland_medallion,ITEM,gold medallion,50 g,25 ml
highland_yellow_incense,ITEM,yellow incense,10 g,10 ml
highland_red_incense,ITEM,red incense,10 g,10 ml
highland_purple_incense,ITEM,purple incense,10 g,10 ml
EOC_ARTIFACT_BURN_INCENSE,effect_on_condition,EOC_ARTIFACT_BURN_INCENSE,,
EOC_YELLOW_INCENSE,effect_on_condition,EOC_YELLOW_INCENSE,,
EOC_RED_INCENSE,effect_on_condition,EOC_RED_INCENSE,,
EOC_PURPLE_INCENSE,effect_on_condition,EOC_PURPLE_INCENSE,,
highland_censer,ITEM,censer,1720 g,1 L
coin_highlands,ITEM,silver obol,,
highland_shroud,ITEM,burial shroud,,
monolith_disc,ITEM,inscribed disc,5320 g,190 ml
monolith_brick,ITEM,warped brick,28 kg,1 L
resin_chunk,ITEM,alien resin chunk,70 g,22 ml
alien_pod_resin,ITEM,alien resin pod,70000 g,22000 ml
alien_fern,ITEM,alien fern branch,80 g,5 L
exodii_chassis,ITEM,exodii_chassis,500 kg,700 L
exodii_drone_chassis,ITEM,exodii_drone_chassis,40 kg,150 L
cyborg_matrix,ITEM,cybernetic neural matrix,20 kg,10 L
exodii_computer,ITEM,unfamiliar electronic thingy,10 kg,10 L
exodii_module,ITEM,exodii_module,1 kg,1 L
exodii_micro_computer,ITEM,small unfamiliar electronic thingy,100 g,250 ml
exodii_micro_module,ITEM,exodii_micro_module,50 g,100 ml
exodii_sensor,ITEM,cybernetic sensor,5 kg,3 L
exodii_motor,ITEM,rotary device,2 kg,500 ml
exodii_scanner_dish,ITEM,engraved parabolic dish,5 kg,1000 ml
exodii_portalizer,ITEM,oblong device,2 kg,1500 ml
exodii_ingot_aluminum,ITEM,enormous aluminum ingot,2160 kg,800 L
exodii_ingot_plastic,ITEM,enormous plastic block,800 kg,800 L
exodii_ingot_lc_steel,ITEM,enormous steel ingot,6400 kg,800 L
exodii_ingot_tin,ITEM,enormous tin ingot,5480 kg,800 L
exodii_ingot_copper,ITEM,enormous copper ingot,7150 kg,800 L
exodii_ingot_zinc,ITEM,enormous zinc ingot,5680 kg,800 L
exodii_ingot_lead,ITEM,enormous lead ingot,9000 kg,800 L
exodii_wire_kit,ITEM,CBM interface wire kit,250 g,1 L
exodii_ac_kit,ITEM,external climate control kit,500 g,1 L
yrax_electronics,ITEM,yrax_electronics,300 g,1 L
yrax_metal,ITEM,yrax_metal,1 kg,1 L
yrax_scrap,ITEM,yrax_scrap,150 g,100 ml
yrax_computer,ITEM,yrax_computer,14 kg,1 L
yrax_robotics,ITEM,yrax_robotics,3 kg,2 L
yrax_sensor,ITEM,yrax_sensor,1 kg,2 L
nether_huntsman_spike,ITEM,undergrown alien spike,400 g,700 ml
nether_huntsman_armorpiece_small,ITEM,alien armor fragment,140 g,200 ml
nether_huntsman_armorpiece_big,ITEM,alien armor plate,2800 g,4 L
nether_huntsman_statuette,ITEM,strange statuette,340 g,250 ml
ephemeral_gem,ITEM,ephemeral gemstone,1 g,10 ml
yrax_trinket,ITEM,tiny golden plate,385 g,20 ml
string_dimension_computer,ITEM,otherworldly box,40 kg,10 L
oven_stovetop,ITEM,dismantled stovetop,5 kg,20 L
oven_cabinet,ITEM,stripped oven cabinet,25 kg,250 L
oven_controls,ITEM,oven control panel,1 kg,2 L
oven_door,ITEM,oven door,10 kg,20 L
oven_broiler_pan,ITEM,broiler pan,5 kg,20 L
bone,ITEM,bone,290 g,320 ml
large_bone,ITEM,large bone,17700 g,19550 ml
bone_tainted,ITEM,tainted bone,,
bone_human,ITEM,human bone,,
bone_demihuman,ITEM,demihuman bone,,
meal_bone,ITEM,meal_bone,60 g,125 ml
meal_bone_tainted,ITEM,meal_bone_tainted,,
skewer_bone,ITEM,bone skewer,10 g,25 ml
skull_human,ITEM,human skull,,
skull_human_tainted,ITEM,tainted human skull,,
skull_canis_small,ITEM,tiny canine skull,35 g,270 ml
skull_canis_medium,ITEM,small canine skull,65 g,500 ml
skull_canis,ITEM,large canine skull,500 g,4 L
skull_canis_triclopean,ITEM,triclopean canine skull,,
skull_feline_small,ITEM,small feline skull,40 g,300 ml
skull_feline_medium,ITEM,medium feline skull,65 g,500 ml
skull_cougar,ITEM,cougar skull,450 g,3 L
skull_raccoon,ITEM,raccoon skull,75 g,575 ml
skull_bear,ITEM,bear skull,1500 g,10500 ml
skull_opossum,ITEM,opossum skull,45 g,275 ml
skull_skunk,ITEM,skunk skull,56 g,300 ml
skull_rodent,ITEM,rodent skull,3 g,20 ml
skull_rabbit,ITEM,rabbit skull,90 g,450 ml
skull_beaver,ITEM,beaver skull,280 g,2 L
skull_beaver_huge,ITEM,dambreaker skull,,
skull_pig,ITEM,pig skull,650 g,6 L
skull_sheep,ITEM,sheep skull,500 g,4 L
skull_goat,ITEM,goat skull,800 g,4500 ml
skull_bovine,ITEM,cow skull,10 kg,58500 ml
skull_equine,ITEM,horse skull,10 kg,45 L
skull_cervine,ITEM,deer skull,2500 g,78 L
skull_cervine_spideer,ITEM,deer skull,2250 g,72 L
skull_moose,ITEM,moose skull,12 kg,85 L
skull_moose_tusked,ITEM,tusked moose skull,20 kg,125 L
skull_llama,ITEM,llama skull,800 g,8850 ml
chem_potassium_alum,ITEM,chem_potassium_alum,1725 mg,250 ml
dye_powder,ITEM,dye_powder,1540 mg,250 ml
chem_calcium_chloride,ITEM,chem_calcium_chloride,2150 mg,250 ml
chem_washing_soda,ITEM,chem_washing_soda,2540 mg,250 ml
chem_baking_soda,ITEM,chem_baking_soda,2200 mg,250 ml
mercury,ITEM,mercury,13534 mg,250 ml
chem_mercury_fulminate,ITEM,chem_mercury_fulminate,442 mg,250 ml
chem_sodium,ITEM,chem_sodium,968 mg,250 ml
chem_potassium,ITEM,chem_potassium,860 mg,250 ml
chem_lead_azide,ITEM,chem_lead_azide,471 mg,250 ml
abstract_hair_dye,ITEM,abstract_hair_dye,250 g,250 ml
hair_dye_black,ITEM,hair_dye_black,,
hair_dye_blond,ITEM,hair_dye_blond,,
hair_dye_blue,ITEM,hair_dye_blue,,
hair_dye_brown,ITEM,hair_dye_brown,,
hair_dye_gray,ITEM,hair_dye_gray,,
hair_dye_green,ITEM,hair_dye_green,,
hair_dye_red,ITEM,hair_dye_red,,
hair_dye_pink,ITEM,hair_dye_pink,,
hair_dye_white,ITEM,hair_dye_white,,
buckle_steel,ITEM,steel buckle,24 g,10 ml
button_plastic,ITEM,button,1 g,20 ml
snapfastener_steel,ITEM,steel snap fastener,,
touch_fastener,ITEM,touch fastener,1 g,2 ml
zipper_long_plastic,ITEM,long plastic zipper,,
zipper_short_plastic,ITEM,short plastic zipper,3 g,4 ml
glass_shard,ITEM,glass shard,75 g,30 ml
glass_sheet,ITEM,sheet of glass,6577 g,2655 ml
reinforced_glass_sheet,ITEM,sheet of reinforced glass,45900 g,21200 ml
reinforced_glass_pane,ITEM,pane of reinforced glass,11475 g,5300 ml
tempered_glass_sheet,ITEM,sheet of tempered glass,17514 g,7070 ml
paint_red,ITEM,paint_red,325 g,3750 ml
paint_blue,ITEM,paint_blue,,
paint_white,ITEM,paint_white,,
paint_green,ITEM,paint_green,,
paint_purple,ITEM,paint_purple,,
paint_yellow,ITEM,paint_yellow,,
paint_black,ITEM,paint_black,,
paint_orange,ITEM,paint_orange,,
paint_pink,ITEM,paint_pink,,
paint_gray,ITEM,paint_gray,,
paint_brown,ITEM,paint_brown,,
paint_cyan,ITEM,paint_cyan,,
r_carpet,ITEM,red carpet,3750 g,7500 ml
g_carpet,ITEM,green carpet,3750 g,7500 ml
y_carpet,ITEM,yellow carpet,3750 g,7500 ml
p_carpet,ITEM,purple carpet,3750 g,7500 ml
peephole,ITEM,peephole,5 g,250 ml
screen_mesh,ITEM,mesh screen,25 g,1000 ml
pipe_cpvc,ITEM,PVC pipe,327 g,1750 ml
pipe,ITEM,pipe,600 g,370 ml
scrap,ITEM,scrap,50 g,250 ml
spike,ITEM,spike,550 g,250 ml
cu_pipe,ITEM,copper tubing,345 g,370 ml
material_aluminium_ingot,ITEM,chunk of aluminum,250 g,100 ml
bismuth,ITEM,bismuth,2 g,50 ml
gold_small,ITEM,gold_small,5 g,57 ml
platinum_small,ITEM,platinum_small,5 g,52 ml
zinc_metal,ITEM,zinc_metal,1785 mg,50 ml
scrap_brass,ITEM,chunk of brass,300 g,38 ml
lead,ITEM,lead,5 g,97 ml
magnesium,ITEM,magnesium,1120 mg,250 ml
silver_small,ITEM,silver_small,5 g,105 ml
sheet_metal_small,ITEM,small mild steel sheet,250 g,250 ml
mc_sheet_metal_small,ITEM,small medium steel sheet,,
hc_sheet_metal_small,ITEM,small high steel sheet,,
ch_sheet_metal_small,ITEM,small hardened steel sheet,,
qt_sheet_metal_small,ITEM,small tempered steel sheet,,
steel_chunk,ITEM,chunk of steel,250 g,250 ml
steel_lump,ITEM,lump of steel,1000 g,250 ml
lc_steel_lump,ITEM,lump of mild steel,,
mc_steel_lump,ITEM,lump of medium steel,,
hc_steel_lump,ITEM,lump of high steel,,
ch_steel_lump,ITEM,lump of hardened steel,,
qt_steel_lump,ITEM,lump of tempered steel,,
hinge,ITEM,hinge,267 g,151 ml
scrap_copper,ITEM,chunk of copper,250 g,30 ml
scrap_tin,ITEM,scrap_tin,50 g,8 ml
tin,ITEM,tin,2 g,50 ml
solder_wire,ITEM,solder_wire,2 g,50 ml
copper_rod,ITEM,copper rod,863 g,100 ml
fanblade_metal,ITEM,metal fan blade assembly,150 g,2 L
heavy_wire_rack,ITEM,heavy wire rack,600 g,5 L
lc_steel_chunk,ITEM,chunk of mild steel,,
mc_steel_chunk,ITEM,chunk of medium steel,,
hc_steel_chunk,ITEM,chunk of high steel,,
ch_steel_chunk,ITEM,chunk of hardened steel,,
qt_steel_chunk,ITEM,chunk of tempered steel,,
1l_aluminum,ITEM,1L aluminum ingot,2700 g,1 L
5l_aluminum,ITEM,5 L aluminum ingot,13500 g,5 L
10l_aluminum,ITEM,10 L aluminum ingot,27000 g,10 L
1l_brass,ITEM,1L brass ingot,8730 g,1 L
5l_brass,ITEM,5 L brass ingot,43650 g,5 L
10l_brass,ITEM,10 L brass ingot,87300 g,10 L
1l_bronze,ITEM,1L bronze ingot,7690 g,1 L
5l_bronze,ITEM,5 L bronze ingot,38450 g,5 L
10l_bronze,ITEM,10 L bronze ingot,88 kg,10 L
1l_copper,ITEM,1L copper ingot,8960 g,1 L
5l_copper,ITEM,5 L copper ingot,44800 g,5 L
10l_copper,ITEM,10 L copper ingot,89600 g,10 L
10l_tin,ITEM,10 L tin ingot,72650 g,10 L
5l_tin,ITEM,5 L tin ingot,36325 g,5 L
1l_tin,ITEM,1 L tin ingot,7265 g,1 L
10l_zinc,ITEM,10 L zinc ingot,71 kg,10 L
5l_zinc,ITEM,5 L zinc ingot,35500 g,5 L
1l_zinc,ITEM,1L zinc ingot,7100 g,1 L
1l_gold,ITEM,1 L gold ingot,19320 g,1 L
5l_gold,ITEM,5 L gold ingot,96600 g,5 L
10l_gold,ITEM,10 L gold ingot,193200 g,10 L
5l_iron,ITEM,5 L cast iron ingot,36500 g,5 L
10l_iron,ITEM,10 L cast iron ingot,73000 g,10 L
1l_lead,ITEM,1 L lead ingot,11342 g,1 L
5l_lead,ITEM,5 L lead ingot,56710 g,5 L
10l_lead,ITEM,10 L lead ingot,113400 g,10 L
1l_platinum,ITEM,1 L platinum ingot,21450 g,1 L
5l_platinum,ITEM,5 L platinum ingot,107250 g,5 L
10l_platinum,ITEM,10 L platinum ingot,214500 g,10 L
1l_silver,ITEM,1 L silver ingot,10490 g,1 L
5l_silver,ITEM,5 L silver ingot,52450 g,5 L
10l_silver,ITEM,10 L silver ingot,104900 g,10 L
5l_steel,ITEM,5 L steel ingot,39295 g,5 L
10l_steel,ITEM,10 L steel ingot,78590 g,10 L
5l_budget_steel,ITEM,5 L budget steel ingot,,
10l_budget_steel,ITEM,10 L budget steel ingot,,
5l_lc_steel,ITEM,5 L mild steel ingot,,
10l_lc_steel,ITEM,10 L mild steel ingot,,
5l_mc_steel,ITEM,5 L medium steel ingot,,
10l_mc_steel,ITEM,10 L medium steel ingot,,
5l_hc_steel,ITEM,5 L high steel ingot,,
10l_hc_steel,ITEM,10 L high steel ingot,,
budget_steel_chunk,ITEM,chunk of budget steel,,
budget_steel_lump,ITEM,lump of budget steel,,
slag,ITEM,slag,10 g,25 ml
railroad_track_item,ITEM,length of railroad track,59826 g,7670 ml
railroad_track_item_half,ITEM,half-meter length of railroad track,29913 g,3835 ml
scrap_aluminum,ITEM,scrap_aluminum,50 g,20 ml
sheet_aluminum_small,ITEM,small aluminum sheet,85 g,32 ml
sheet_aluminum,ITEM,sheet_aluminum,1984 g,735 ml
scrap_cast_iron,ITEM,scrap_cast_iron,50 g,8 ml
chunk_cast_iron,ITEM,chunk_cast_iron,250 g,40 ml
lump_cast_iron,ITEM,lump_cast_iron,1 kg,158 ml
aluminum_bar_round,ITEM,aluminum_bar_round,253800 mg,94 ml
small_aluminum_bar_round,ITEM,small_aluminum_bar_round,94500 mg,35 ml
steel_bar_round,ITEM,steel_bar_round,752 g,94 ml
lc_steel_bar_round,ITEM,lc_steel_bar_round,,
mc_steel_bar_round,ITEM,mc_steel_bar_round,,
hc_steel_bar_round,ITEM,hc_steel_bar_round,,
small_steel_bar_round,ITEM,small_steel_bar_round,280 g,35 ml
small_lc_steel_bar_round,ITEM,small_lc_steel_bar_round,,
small_mc_steel_bar_round,ITEM,small_mc_steel_bar_round,,
small_hc_steel_bar_round,ITEM,small_hc_steel_bar_round,,
aluminum_bar_flat,ITEM,aluminum_bar_flat,675 g,250 ml
small_aluminum_bar_flat,ITEM,small_aluminum_bar_flat,121500 mg,122 ml
steel_bar_flat,ITEM,steel_bar_flat,2 kg,250 ml
small_steel_bar_flat,ITEM,small_steel_bar_flat,360 g,45 ml
hc_steel_bar_flat,ITEM,hc_steel_bar_flat,,
mc_steel_bar_flat,ITEM,mc_steel_bar_flat,,
lc_steel_bar_flat,ITEM,lc_steel_bar_flat,,
small_hc_steel_bar_flat,ITEM,small_hc_steel_bar_flat,,
small_mc_steel_bar_flat,ITEM,small_mc_steel_bar_flat,,
small_lc_steel_bar_flat,ITEM,small_lc_steel_bar_flat,,
bee_sting,ITEM,bee stinger,540 g,250 ml
broom,ITEM,broom,929 g,1250 ml
ceramic_shard,ITEM,ceramic shard,150 g,50 ml
fighter_sting,ITEM,fungal fighter stinger,270 g,250 ml
incendiary,ITEM,incendiary,2 g,500 ml
mattress,ITEM,mattress,20000 g,300000 ml
down_mattress,ITEM,down mattress,6 kg,300000 ml
fuse,ITEM,fuse,6 g,80 ml
sharp_rock,ITEM,sharp rock,500 g,250 ml
sole_rubber,ITEM,rubber sole,140 g,500 ml
rubber_tire_chunk,ITEM,thick rubber chunk,600 g,1 L
rubber_tire_strip,ITEM,rubber tire strip,3000 g,5 L
ugl_buttstock,ITEM,grenade launcher buttstock,600 g,250 ml
wasp_sting,ITEM,wasp stinger,540 g,250 ml
cannonball_4lb,ITEM,cannonball,1814 g,200 ml
radio_car_wheel,ITEM,RC car wheel set,260 g,480 ml
armor_star_samurai_helmet_destroyed,ITEM,armor_star_samurai_helmet_destroyed,150 kg,4000 ml
wax_paraffin,ITEM,chunk of paraffin wax,215 g,250 ml
thermo_resin_chunk,ITEM,thermoplastic resin chunk,50 g,100 ml
epoxy_chunk,ITEM,epoxy chunk,50 g,100 ml
polycarbonate_chunk,ITEM,polycarbonate chunk,50 g,100 ml
10l_plastic,ITEM,10 L plastic block,10 kg,10 L
5l_plastic,ITEM,5 L plastic block,5 kg,5 L
plastic_chunk,ITEM,plastic chunk,50 g,95 ml
nylon,ITEM,synthetic fabric patch,5750 mg,5 ml
lycra_patch,ITEM,Lycra patch,4 g,15 ml
plastic_sheet,ITEM,large plastic sheet,40 g,42 ml
plastic_sheet_small,ITEM,plastic sheet,5 g,5 ml
polycarbonate_sheet,ITEM,polycarbonate sheet,30 g,500 ml
rigid_plastic_sheet,ITEM,rigid plastic sheet,14875 g,12500 ml
panoramic_eyepiece,ITEM,panoramic lens,24 g,20 ml
